Title: Depleted MORB Mantle of Workmann & Hart 2005

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
401.00 1124.01 0.757828 1.952829 -9967.947273 0.295110 1.142291 4.202 58.9797 1.49778 17.1703 0.744311 0.0830312 2.84712 0.00246262 6.36415 0.00117937 10.7153 1.59474
301.00 1122.05 1.571244 4.045281 -20693.177874 0.612814 2.367749 4.248 59.2005 1.40542 17.1588 0.730525 0.0822013 2.80381 0.00238344 6.31777 0.00113908 10.7238 1.5736
201.00 1120.06 1.826211 4.697421 -24081.330081 0.713352 2.751237 4.293 59.4187 1.31589 17.1475 0.716502 0.0813871 2.76102 0.00230672 6.27131 0.00110009 10.7316 1.55267
101.00 1118.03 1.828721 4.699504 -24144.718135 0.715430 2.754285 4.340 59.6355 1.22776 17.1366 0.702175 0.0805771 2.7187 0.00223211 6.22476 0.00106223 10.7389 1.5318
1.00 1115.98 1.831629 4.702512 -24213.423852 0.717670 2.757925 4.386 59.8504 1.14133 17.1261 0.687569 0.0797724 2.67689 0.00215958 6.17816 0.00102549 10.7457 1.51093

clinopyroxene_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp structure formula SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
37501.00 1197.62 12.498974 29.099831 -151533.953797 3.813639 14.905339 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.17Si1.95O6 54.5365 0.689968 3.939 0.708221 0 2.60408 0 17.6118 0 18.0254 1.88509
37401.00 1197.44 12.499889 29.102160 -151583.666121 3.814129 14.907099 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.17Si1.95O6 54.532 0.689499 3.94746 0.707702 0 2.60538 0 17.6089 0 18.0241 1.88505
37301.00 1197.27 12.500827 29.104541 -151633.656428 3.814626 14.908884 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.17Si1.95O6 54.5274 0.689026 3.95596 0.707182 0 2.60669 0 17.6059 0 18.0228 1.88501
37201.00 1197.09 12.501787 29.106972 -151683.928199 3.815129 14.910695 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.17Si1.95O6 54.5229 0.688551 3.96452 0.706661 0 2.608 0 17.603 0 18.0215 1.88496
37101.00 1196.92 12.502770 29.109456 -151734.484972 3.815639 14.912532 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.17Si1.95O6 54.5183 0.688072 3.97312 0.706141 0 2.60931 0 17.6 0 18.0202 1.88491
37001.00 1196.74 12.503775 29.111992 -151785.330334 3.816156 14.914395 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.17Si1.95O6 54.5137 0.687591 3.98178 0.70562 0 2.61064 0 17.597 0 18.0189 1.88485
36901.00 1196.57 12.504804 29.114581 -151836.467928 3.816680 14.916285 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.17Si1.95O6 54.509 0.687106 3.99049 0.705098 0 2.61196 0 17.5939 0 18.0176 1.8848
36801.00 1196.39 12.505857 29.117225 -151887.901455 3.817211 14.918201 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.17Si1.95O6 54.5044 0.686619 3.99925 0.704577 0 2.61329 0 17.5909 0 18.0163 1.88473
36701.00 1196.22 12.506933 29.119923 -151939.634671 3.817750 14.920145 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.17Si1.95O6 54.4996 0.686128 4.00806 0.704054 0 2.61463 0 17.5878 0 18.015 1.88467
36601.00 1196.04 12.508033 29.122676 -151991.671389 3.818295 14.922117 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.17Si1.95O6 54.4949 0.685634 4.01692 0.703532 0 2.61597 0 17.5847 0 18.0137 1.8846
36501.00 1195.87 12.509157 29.125485 -152044.015483 3.818848 14.924116 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.17Si1.95O6 54.4901 0.685137 4.02584 0.703009 0 2.61731 0 17.5816 0 18.0125 1.88453
